admin1Name,admin1Pcod,admin2Name,admin2Pcod,admin3Name,admin3Pc_1,admin4Name,admin4Pc_1
Southern,SL03,Bo,SL0301,Bumpe Ngao,SLE030105,Serabu,SLE030105006
Southern,SL03,Bo,SL0301,Bumpe Ngao,SLE030105,Sewama,SLE030105007
Southern,SL03,Bo,SL0301,Bumpe Ngao,SLE030105,Taninahun,SLE030105008
Southern,SL03,Bo,SL0301,Gbo,SLE030106,Nyawa,SLE030106003
Southern,SL03,Bo,SL0301,Bumpe Ngao,SLE030105,Walihun,SLE030105009
Southern,SL03,Bo,SL0301,Bumpe Ngao,SLE030105,Yengema,SLE030105010
Southern,SL03,Bo,SL0301,Gbo,SLE030106,Gbo,SLE030106001
Southern,SL03,Bo,SL0301,Gbo,SLE030106,Maryu,SLE030106002
Southern,SL03,Bo,SL0301,Jaiama Bongor,SLE030107,Lower Kama,SLE030107002
Southern,SL03,Bo,SL0301,Jaiama Bongor,SLE030107,Lower Niawa,SLE030107003
Southern,SL03,Bo,SL0301,Jaiama Bongor,SLE030107,Nekpondo,SLE030107004
Southern,SL03,Bo,SL0301,Jaiama Bongor,SLE030107,Tongowa,SLE030107005
Southern,SL03,Bo,SL0301,Jaiama Bongor,SLE030107,Upper Baimba,SLE030107006
Southern,SL03,Bo,SL0301,Jaiama Bongor,SLE030107,Upper Niawa,SLE030107008
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Korjeh,SLE030108001
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Kpandobu,SLE030108002
Southern,SL03,Bo,SL0301,Komboya,SLE030109,Mangaru,SLE030109003
Southern,SL03,Bo,SL0301,Komboya,SLE030109,Sei,SLE030109004
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Nguabu,SLE030108003
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Nyallay,SLE030108004
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Nyawa,SLE030108005
Southern,SL03,Bo,SL0301,Komboya,SLE030109,Keisua,SLE030109001
Northern,SL02,Tonkolili,SL0205,Kalansogoia,SLE020503,Kamakathie,SLE020503003
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Samamie,SLE030108006
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Sewa,SLE030108007
Southern,SL03,Bo,SL0301,Kakua,SLE030108,Sindeh,SLE030108008
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Robis,SLE020408010
Southern,SL03,Bo,SL0301,Lugbu,SLE030110,Gao,SLE030110001
Southern,SL03,Bo,SL0301,Lugbu,SLE030110,Kamba,SLE030110002
Southern,SL03,Bo,SL0301,Lugbu,SLE030110,Kargbevu,SLE030110003
Southern,SL03,Bo,SL0301,Lugbu,SLE030110,Kemoh,SLE030110004
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Bainyawa,SLE030113001
Southern,SL03,Bo,SL0301,Lugbu,SLE030110,Magbao,SLE030110005
Southern,SL03,Bo,SL0301,Lugbu,SLE030110,Yorma,SLE030110006
Northern,SL02,Tonkolili,SL0205,Kalansogoia,SLE020503,Kamakilla,SLE020503004
Southern,SL03,Bo,SL0301,Niawa Lenga,SLE030111,Baimba,SLE030111001
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Mambawa,SLE030113002
Southern,SL03,Bo,SL0301,Niawa Lenga,SLE030111,Lower Niawa,SLE030111002
Southern,SL03,Bo,SL0301,Niawa Lenga,SLE030111,Upper Niawa,SLE030111003
Southern,SL03,Bo,SL0301,Niawa Lenga,SLE030111,Yalenga,SLE030111004
Southern,SL03,Bo,SL0301,Selenga,SLE030112,Kaduawo,SLE030112001
Southern,SL03,Bo,SL0301,Selenga,SLE030112,Mokpendeh,SLE030112002
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Morku,SLE030113003
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Magbankitha,SLE020407013
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Ngolamajie,SLE030113004
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Njagbla I,SLE030113005
Southern,SL03,Bo,SL0301,Valunia,SLE030114,Yarlenga,SLE030114007
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Njagbla II,SLE030113006
Southern,SL03,Bo,SL0301,Valunia,SLE030114,Deilenga,SLE030114001
Southern,SL03,Bo,SL0301,Valunia,SLE030114,Kendebu,SLE030114002
Southern,SL03,Bo,SL0301,Wonde,SLE030115,Central Kargoi,SLE030115001
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Seiwa,SLE030113007
Southern,SL03,Bo,SL0301,Tikonko,SLE030113,Sendeh,SLE030113008
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Magbengbeh,SLE020407014
Southern,SL03,Bo,SL0301,Valunia,SLE030114,Lunia,SLE030114003
Southern,SL03,Bo,SL0301,Valunia,SLE030114,Ngovo,SLE030114004
Southern,SL03,Bo,SL0301,Valunia,SLE030114,Seilenga,SLE030114005
Southern,SL03,Bo,SL0301,Wonde,SLE030115,Lower Kargoi,SLE030115002
Southern,SL03,Bo,SL0301,Wonde,SLE030115,Manyeh,SLE030115003
Southern,SL03,Bo,SL0301,Wonde,SLE030115,Upper Kargoi,SLE030115004
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Batiema,SLE030191001
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Bumpeh-W,SLE030191002
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Gbondo T,SLE030191003
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Kindia T,SLE030191004
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Lower Sa,SLE030191005
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Manjama,SLE030191006
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Messima,SLE030191007
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,East Ward-Moriba T,SLE030191009
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,North Ward-Bo Numb,SLE030191011
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,North Ward-Kissy Town,SLE030191012
Northern,SL02,Port Loko,SL0204,Dibia,SLE020403,Makump,SLE020403006
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,West Ward-Kandeh T,SLE030191018
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,North Ward-Njai To,SLE030191014
Northern,SL02,Tonkolili,SL0205,Kalansogoia,SLE020503,Kasokira,SLE020503005
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,North Ward-Reservation,SLE030191015
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,West Ward-Lewabu -,SLE030191019
Northern,SL02,Tonkolili,SL0205,Kunike Barina,SLE020506,Masaba,SLE020506004
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,West Ward-Moriba T,SLE030191020
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,West Ward-Nikibu -,SLE030191021
Southern,SL03,Bo,SL0301,Bo Town,SLE030191,West Ward-Njagboim,SLE030191022
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Lower Massakong,SLE020501001
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Petifu Mayawa A,SLE020501004
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Lower Polie,SLE020501002
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Petifu Mayawa B,SLE020501005
Northern,SL02,Tonkolili,SL0205,Kafe Simiria,SLE020502,Simiria,SLE020502007
Northern,SL02,Port Loko,SL0204,Dibia,SLE020403,Rogbalan,SLE020403007
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Mayeppoh,SLE020501003
Northern,SL02,Tonkolili,SL0205,Kalansogoia,SLE020503,Fuladugu,SLE020503001
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Marunia,SLE020407021
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Petifu Mayeppoh,SLE020501006
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Upper Massakong,SLE020501007
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Upper Polie,SLE020501008
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Yiben,SLE020501010
Northern,SL02,Tonkolili,SL0205,Gbonkolenken,SLE020501,Yele Manowo,SLE020501009
Northern,SL02,Tonkolili,SL0205,Kafe Simiria,SLE020502,Mabonto,SLE020502003
Northern,SL02,Tonkolili,SL0205,Kalansogoia,SLE020503,Kakallain,SLE020503002
Northern,SL02,Tonkolili,SL0205,Kafe Simiria,SLE020502,Kabaia,SLE020502001
Northern,SL02,Tonkolili,SL0205,Kafe Simiria,SLE020502,Kamarugu,SLE020502002
Northern,SL02,Tonkolili,SL0205,Kafe Simiria,SLE020502,Makelfa,SLE020502004
Northern,SL02,Tonkolili,SL0205,Kafe Simiria,SLE020502,Makontande,SLE020502005
Northern,SL02,Tonkolili,SL0205,Kafe Simiria,SLE020502,Mayaso,SLE020502006
Northern,SL02,Tonkolili,SL0205,Kalansogoia,SLE020503,Lower Section,SLE020503006
Northern,SL02,Tonkolili,SL0205,Kalansogoia,SLE020503,Upper Section,SLE020503007
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Mabilafu,SLE020508002
Northern,SL02,Tonkolili,SL0205,Kholifa Mabang,SLE020504,Kumrabai,SLE020504001
Northern,SL02,Tonkolili,SL0205,Kholifa Rowala,SLE020505,Bo Road,SLE020505001
Northern,SL02,Tonkolili,SL0205,Kholifa Mabang,SLE020504,Mabang,SLE020504002
Northern,SL02,Tonkolili,SL0205,Kholifa Mabang,SLE020504,Marunia Sakie,SLE020504004
Northern,SL02,Tonkolili,SL0205,Kholifa Rowala,SLE020505,Lal-Lenken,SLE020505002
Northern,SL02,Tonkolili,SL0205,Kholifa Rowala,SLE020505,Makump,SLE020505003
Northern,SL02,Tonkolili,SL0205,Kholifa Rowala,SLE020505,Mamuntha,SLE020505004
Northern,SL02,Tonkolili,SL0205,Kholifa Rowala,SLE020505,Mayatha,SLE020505005
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Massebay,SLE020407022
Northern,SL02,Tonkolili,SL0205,Kholifa Rowala,SLE020505,Mayossoh,SLE020505006
Northern,SL02,Tonkolili,SL0205,Kholifa Rowala,SLE020505,Old Magburaka,SLE020505007
Northern,SL02,Tonkolili,SL0205,Kunike Barina,SLE020506,Mamurie,SLE020506003
Northern,SL02,Tonkolili,SL0205,Kunike Barina,SLE020506,Makali,SLE020506001
Northern,SL02,Tonkolili,SL0205,Kunike Barina,SLE020506,Makong,SLE020506002
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Masingbi,SLE020507001
Northern,SL02,Tonkolili,SL0205,Kunike Barina,SLE020506,Mathonkara,SLE020506005
Northern,SL02,Tonkolili,SL0205,Kunike Barina,SLE020506,Wonkibor,SLE020506006
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Madigbo,SLE020408005
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Makoba,SLE020508003
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Rolal,SLE020507002
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Sanda,SLE020507003
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Mamanso,SLE020408006
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Semorkanie,SLE020507004
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Thamah,SLE020507005
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Thambaya,SLE020507006
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Wana,SLE020507007
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Mines,SLE020408007
Northern,SL02,Tonkolili,SL0205,Kunike,SLE020507,Yenkeh,SLE020507008
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Kiamp Kakolo,SLE020508001
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Old Town,SLE020408008
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Malal,SLE020508004
Northern,SL02,Koinadugu,SL0203,Dembelia - Sink,SLE020301,Numula 5,SLE020301010
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Manewa,SLE020508005
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Mara,SLE020508006
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Matanka,SLE020508007
Northern,SL02,Tonkolili,SL0205,Sambaya,SLE020509,Sambaya,SLE020509004
Northern,SL02,Tonkolili,SL0205,Malal Mara,SLE020508,Rochen,SLE020508008
Northern,SL02,Tonkolili,SL0205,Sambaya,SLE020509,Borowah,SLE020509001
Northern,SL02,Tonkolili,SL0205,Tane,SLE020510,Maboboh Koray,SLE020510001
Northern,SL02,Tonkolili,SL0205,Tane,SLE020510,Mapakie,SLE020510004
Northern,SL02,Tonkolili,SL0205,Sambaya,SLE020509,Buyan,SLE020509002
Northern,SL02,Tonkolili,SL0205,Sambaya,SLE020509,Dayie,SLE020509003
Northern,SL02,Tonkolili,SL0205,Tane,SLE020510,Makrugbeh,SLE020510002
Northern,SL02,Tonkolili,SL0205,Tane,SLE020510,Mange-bana,SLE020510003
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Mabureh Mende,SLE020402005
Northern,SL02,Tonkolili,SL0205,Tane,SLE020510,Mathunkara,SLE020510005
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Mange Morie,SLE020401010
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Malanchor,SLE020511005
Northern,SL02,Tonkolili,SL0205,Tane,SLE020510,Matotoka,SLE020510006
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Makeni Rokefula,SLE020511004
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Foindu,SLE020511001
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Gaindema,SLE020511002
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Macrogba,SLE020511003
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Magbengbe,SLE020402006
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Malompor,SLE020511006
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Petifu-Lower,SLE020511011
Northern,SL02,Port Loko,SL0204,Dibia,SLE020403,Karine,SLE020403001
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Marenka,SLE020401011
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Minthormore,SLE020401012
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Mamaka,SLE020511007
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Masengbe,SLE020511008
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Kalangba,SLE020401004
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Mayira,SLE020511009
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Petifu Upper,SLE020511010
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Ronietta,SLE020511012
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Kambia Morie,SLE020401005
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Konta Ferry,SLE020401006
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Mabombo,SLE020401007
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Makana,SLE020401008
Northern,SL02,Tonkolili,SL0205,Yoni,SLE020511,Yoni,SLE020511013
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Barmoi,SLE020401001
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Kagbanthama,SLE020401002
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Kaiyeabor,SLE020401003
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Romeni,SLE020401014
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Rotifunk,SLE020401015
Northern,SL02,Port Loko,SL0204,Bureh Kasseh Makonteh,SLE020401,Yali-Sanda,SLE020401016
Northern,SL02,Port Loko,SL0204,Dibia,SLE020403,Kayembor,SLE020403002
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Foredugu,SLE020402001
Northern,SL02,Kambia,SL0202,Bramaia,SLE020201,Filligungee,SLE020201005
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Gbaran Kamba,SLE020402002
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Kamasundu,SLE020402003
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Mabureh Buya,SLE020402004
Northern,SL02,Port Loko,SL0204,Dibia,SLE020403,Konta Kargbo,SLE020403003
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Manungbu,SLE020402007
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Robis,SLE020402009
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Rokel,SLE020402010
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Rosint,SLE020402011
Northern,SL02,Port Loko,SL0204,Buya Romende,SLE020402,Worreh Mapoteh,SLE020402012
Northern,SL02,Port Loko,SL0204,Dibia,SLE020403,Mafonda,SLE020403004
Northern,SL02,Port Loko,SL0204,Dibia,SLE020403,Makabari,SLE020403005
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Foronkoya,SLE020404001
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Kasongha,SLE020404002
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Lungi,SLE020404003
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Mahera,SLE020404004
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Yongro,SLE020404008
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Mamanki,SLE020404005
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Mayaya,SLE020404006
Northern,SL02,Port Loko,SL0204,Kaffu Bullom,SLE020404,Rosint,SLE020404007
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Fondu,SLE020412002
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Magbandoma,SLE020412008
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Benkia,SLE020412001
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Gbabai,SLE020412005
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Foredugu,SLE020412003
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Futa,SLE020412004
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Kagbala A,SLE020412006
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Kagbala B,SLE020412007
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Magbeni,SLE020412009
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Marefa,SLE020412011
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Matene,SLE020412012
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Rosarr,SLE020412018
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Mawoma,SLE020412014
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Robia,SLE020412015
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Rokel,SLE020412016
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Sanda,SLE020412019
Northern,SL02,Port Loko,SL0204,Koya,SLE020412,Tumba,SLE020412020
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Benkia,SLE020406001
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Gbainty,SLE020406002
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Kamasondo,SLE020406003
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Kantaya,SLE020406004
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Katonga,SLE020406005
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Komrabai,SLE020406006
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Konta,SLE020406007
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Magbokorr,SLE020406008
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Mannah,SLE020406009
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Mapiterr,SLE020406010
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Matheng,SLE020406011
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Petifu,SLE020406012
Northern,SL02,Port Loko,SL0204,Lokomasama,SLE020406,Royema,SLE020406013
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Batpolon,SLE020407001
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Falaba,SLE020407002
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Fenka,SLE020407003
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Gberray Bana,SLE020407004
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Gberray Morie,SLE020407005
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Gberray Thunkara,SLE020407006
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Gbonko Mayira,SLE020407007
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Kabata,SLE020407008
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Komrabai-Waterloo,SLE020407009
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Kondato,SLE020407010
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Maboni,SLE020407011
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Maforay,SLE020407012
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Magbeni,SLE020407015
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Makorobolai,SLE020407016
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Malal,SLE020407017
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Mamanso,SLE020407018
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Mapolie,SLE020407019
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Maronko,SLE020407020
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Mathera,SLE020407023
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Moria,SLE020407024
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Old Port Loko,SLE020407025
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Technical,SLE020408011
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Romaka,SLE020407026
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Rosarr,SLE020407027
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Sanda,SLE020407028
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Path Bana,SLE020408009
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Sendugu,SLE020407029
Northern,SL02,Port Loko,SL0204,Maforki,SLE020407,Tauya,SLE020407030
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Baipolon,SLE020408001
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Four Road -,SLE020408002
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Kenneday,SLE020408003
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Lunsar-Mabai,SLE020408004
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Magbele,SLE020408012
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Mange,SLE020408013
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Marampa,SLE020408014
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Biki,SLE020409001
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Mawullay,SLE020408015
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Petifu Madina,SLE020408016
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Rogballan,SLE020408017
Northern,SL02,Port Loko,SL0204,Marampa,SLE020408,Rolankonoh,SLE020408018
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Masimera,SLE020409006
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Biss-Manika,SLE020409002
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Katick,SLE020409003
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Maconteh,SLE020409004
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Mamalikie,SLE020409005
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Matuku,SLE020409007
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Mayola-Thatha,SLE020409008
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Nonkoba,SLE020409009
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Rokel,SLE020409010
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Masien,SLE020410010
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Rokon/Komboya,SLE020409011
Northern,SL02,Port Loko,SL0204,Masimera,SLE020409,Yoni-Pet,SLE020409012
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Bankro,SLE020410001
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Gbaneh-Loko,SLE020410002
Eastern,SL01,Kono,SL0103,Fiama,SLE010301,Kokar,SLE010301003
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Gbogbodo,SLE020410003
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Gbonko,SLE020410004
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Kantia,SLE020410005
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Layamantmetank,SLE020410006
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Magbolontor,SLE020410007
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Malkiya,SLE020410008
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Mankneh,SLE020410009
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Menthen,SLE020410011
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Robis,SLE020410012
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Rotigbonko,SLE020410013
Northern,SL02,Port Loko,SL0204,Sanda Magbolontor,SLE020410,Sendugu,SLE020410014
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Gbaray Bana,SLE020411001
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Kambia,SLE020411002
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Kanu,SLE020411003
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Kargbo,SLE020411004
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Konkorie,SLE020411005
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Mafonikay,SLE020411006
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Magbafth,SLE020411007
Northern,SL02,Port Loko,SL0204,TMS,SLE020411,Magbapsa,SLE020411008
Eastern,SL01,Kono,SL0103,Lei,SLE010307,Sangbada,SLE010307006
